istorageid,benabled,bexistfree,ffreebeginprice,ffreeendprice,ccountrys,crule,csuperrule,fbeginprice,fendprice,bistracking,bisspecial,ccode,istartweight,iendweight
1,true,false,null,null,"DZ,AO,AI,AG,XD,XH,BS,BB,BZ,BJ,BM,BO,BW,IO,BF,BI,CM,CV,KY,CF,TD,CX,CC,CO,KM,CG,CG,CK,CR,CI,CU,DJ,DM,EC,EG,SV,GQ,ER,ET,FK,FJ,GF,PF,TF,GA,GM,GH,GL,GD,GP,GU,GT,GN,GW,GY,HT,HM,HN,JM,KE,KI,LS,LR,LY,MG,XI,MW,ML,MP,MH,MQ,MR,MU,YT,FM,MS,MA,MZ,NA,NR,AN,NC,NI,NE,NG,NU,NF,PG,PY,PN,PR,RE,RW,SH,KN,LC,PM,VC,WS,ST,SN,SC,SL,SB,SO,GS,SD,SR,SZ,TZ,TG,TK,TO,XB,TN,TC,TV,UG,UY,VU,VE,WF,EH,ZM,ZW,TT,A W,PA","$w/1000*176+ceil($w/2000)*8",$p*0.78,0.0,10000.0,null,false,PT,2000,20000
1,true,false,null,null,"AU,AT,BY,BE,BG,HR,CZ,DK,FI,DE,GR,HU,IE,IL,IT,NL,NO,PL,PT,SK,SE,CH","$w/1000*81+8",$p*0.78,0.0,10000.0,null,false,PT,0,2000
1,true,false,null,null,"AU,AT,BY,BE,BG,HR,CZ,DK,FI,DE,GR,HU,IE,IL,IT,NL,NO,PL,PT,SK,SE,CH","$w/1000*81+ceil($w/2000)*8",$p*0.78,0.0,10000.0,null,false,PT,2000,20000
1,true,false,null,null,"NZ,RO,TR","$w/1000*85+8",$p*0.78,0.0,10000.0,null,false,PT,0,2000
1,true,false,null,null,"NZ,RO,TR","$w/1000*85+ceil($w/2000)*8",$p*0.78,0.0,10000.0,null,false,PT,2000,20000
1,true,false,null,null,"AM,AZ,BY,BA,CA,CY,EE,FR,KZ,KG,LV,LT,LU,MT,MN,PK,PH,QA,RO,,SI,ES,LK,SY,TJ,TM,UA,GB,US,UZ,VN,KZ,OM,SA,","$w/1000*90.5+8",$p*0.78,0.0,10000.0,null,false,PT,0,2000
1,true,false,null,null,"AM,AZ,BY,BA,CA,CY,EE,FR,KZ,KG,LV,LT,LU,MT,MN,PK,PH,QA,RO,,SI,ES,LK,SY,TJ,TM,UA,GB,US,UZ,VN,KZ,OM,SA,","$w/1000*90.5+ceil($w/2000)*8",$p*0.78,0.0,10000.0,null,false,PT,2000,20000
1,true,false,null,null,"ZA","$w/1000*105+8",$p*0.78,0.0,10000.0,null,false,PT,0,2000
1,true,false,null,null,"ZA","$w/1000*105+ceil($w/2000)*8",$p*0.78,0.0,10000.0,null,false,PT,2000,20000
1,true,false,null,null,"JP,KR,KP","$w<=500?180:(180+(40*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"MY,ID,PH,SG,TH,VN,KH,MN","$w<=500?190:(190+(45*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"AU,NZ,PG","$w<=500?210:(210+(55*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"ZA,US","$w<=500?280:(280+(75*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"PK,BD,IN,NP,LK,TR,LA","$w<=500?300:(300+(80*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"AT,BE,CA,DK,FI,FR,DE,GR,IE,IT,LU,NO,PT,ES,SE,CH,GB","$w<=500?280:(280+(75*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"HK,MO,TW","$w<=500?130:(130+(30*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"BH,BW,BG,BF,KY,TD,CG,CG,CI,HR,CY,DJ,EG,EE,ET,GA,GH,GN,KZ,KE,KW,LV,MG,ML,MA,MZ,NE,NG,OM,QA,RO,RW,SA,SN,SY,TN,UG,IR","$w<=500?445:(445+(120*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"AR,BY,BR,CO,CU,CZ,GY,HU,IL,JO,MX,RU,UA,AE,VE,RU,PE,PA","$w<=500?335:(335+(100*ceil(($w-500)/500)))",$p*0.46+4,0.0,10000.0,null,false,E,0,30000
1,true,false,null,null,"AL,AD,AM,AT,AZ,BY,BE,BA,BG,XA,HR,CY,CZ,DK,EE,FI,FR,DE,GI,GR,HU,IS,IE,IL,IT,LV,LT,LU,MK,MT,MD,ME,NL,NO,PL,PT,SM,RS,SK,ES,SE,CH,TR,GB,UY,UZ","0",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"AU","0",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","96.32",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","121.52",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","146.72",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","171.92",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","197.12",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","224",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","250.88",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","277.76",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","304.64",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","331.52",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","357.32",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","383.12",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","408.92",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","434.72",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","460.52",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","186.32",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","512.12",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","537.92",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","563.72",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","589.52",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","612.62",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","635.72",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","658.82",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","681.92",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","705.02",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","728.12",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","751.22",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","774.32",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","797.42",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","820.52",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","843.62",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","866.72",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","889.82",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","912.92",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","936.02",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","959.12",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","982.22",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","1005.32",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","1028.42",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"AD,AT,BE,XA,CY,CZ,DK,EE,FI,FR,DE,GI,GR,GL,HU,IS,IN,IE,IT,LV,LI,LU,MT,MC,NL,NO,PL,PT,SI,ES,SE,CH,GB","1051.52",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","131.7",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","166.2",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","200.7",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","235.2",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","269.7",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","304.2",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","338.7",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","373.2",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","407.7",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","442.2",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","473.4",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","504.6",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","535.8",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","567",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","598.2",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","629.4",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","660.6",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","691.8",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","723",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","754.2",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","781.8",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","809.4",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","837",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","864.6",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","892.2",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","919.8",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","947.4",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","975",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1002.6",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1030.2",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1057.8",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1085.4",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1113",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1140.6",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1168.2",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1195.8",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1223.4",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1251",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1278.6",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"AE,AF,BH,EG,IQ,IL,JO,KW,LB,LY,OM,QA,,SA,SY,TR,YE","1306.2",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","78.6",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","103.2",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","127.8",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","152.4",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","177",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","200.7",$p*1.215,0.0,10000.0,null,false,D,2500,3000
